## main...origin/main
 M codex-rs/tui/frames/dots/frame_14.txt
 M codex-rs/tui/frames/dots/frame_15.txt
 M codex-rs/tui/frames/dots/frame_16.txt
 M codex-rs/tui/frames/dots/frame_17.txt
 M codex-rs/tui/frames/dots/frame_18.txt
 M codex-rs/tui/frames/dots/frame_19.txt
 M codex-rs/tui/frames/dots/frame_2.txt
 M codex-rs/tui/frames/dots/frame_20.txt
 M codex-rs/tui/frames/dots/frame_21.txt
 M codex-rs/tui/frames/dots/frame_22.txt
 M codex-rs/tui/frames/dots/frame_23.txt
 M codex-rs/tui/frames/dots/frame_24.txt
 M codex-rs/tui/frames/dots/frame_25.txt
 M codex-rs/tui/frames/dots/frame_26.txt
 M codex-rs/tui/frames/dots/frame_27.txt
 M codex-rs/tui/frames/dots/frame_28.txt
 M codex-rs/tui/frames/dots/frame_29.txt
 M codex-rs/tui/frames/dots/frame_3.txt
 M codex-rs/tui/frames/dots/frame_30.txt
 M codex-rs/tui/frames/dots/frame_31.txt
 M codex-rs/tui/frames/dots/frame_32.txt
 M codex-rs/tui/frames/dots/frame_33.txt
 M codex-rs/tui/frames/dots/frame_34.txt
 M codex-rs/tui/frames/dots/frame_35.txt
 M codex-rs/tui/frames/dots/frame_36.txt
 M codex-rs/tui/frames/dots/frame_4.txt
 M codex-rs/tui/frames/dots/frame_5.txt
 M codex-rs/tui/frames/dots/frame_6.txt
 M codex-rs/tui/frames/dots/frame_7.txt
 M codex-rs/tui/frames/dots/frame_8.txt
 M codex-rs/tui/frames/dots/frame_9.txt
 M codex-rs/tui/frames/hash/frame_1.txt
 M codex-rs/tui/frames/hash/frame_10.txt
 M codex-rs/tui/frames/hash/frame_11.txt
 M codex-rs/tui/frames/hash/frame_12.txt
 M codex-rs/tui/frames/hash/frame_13.txt
 M codex-rs/tui/frames/hash/frame_14.txt
 M codex-rs/tui/frames/hash/frame_15.txt
 M codex-rs/tui/frames/hash/frame_16.txt
 M codex-rs/tui/frames/hash/frame_17.txt
 M codex-rs/tui/frames/hash/frame_18.txt
 M codex-rs/tui/frames/hash/frame_19.txt
 M codex-rs/tui/frames/hash/frame_2.txt
 M codex-rs/tui/frames/hash/frame_20.txt
 M codex-rs/tui/frames/hash/frame_21.txt
 M codex-rs/tui/frames/hash/frame_22.txt
 M codex-rs/tui/frames/hash/frame_23.txt
 M codex-rs/tui/frames/hash/frame_24.txt
 M codex-rs/tui/frames/hash/frame_25.txt
 M codex-rs/tui/frames/hash/frame_26.txt
 M codex-rs/tui/frames/hash/frame_27.txt
 M codex-rs/tui/frames/hash/frame_28.txt
 M codex-rs/tui/frames/hash/frame_29.txt
 M codex-rs/tui/frames/hash/frame_3.txt
 M codex-rs/tui/frames/hash/frame_30.txt
 M codex-rs/tui/frames/hash/frame_31.txt
 M codex-rs/tui/frames/hash/frame_32.txt
 M codex-rs/tui/frames/hash/frame_33.txt
 M codex-rs/tui/frames/hash/frame_34.txt
 M codex-rs/tui/frames/hash/frame_35.txt
 M codex-rs/tui/frames/hash/frame_36.txt
 M codex-rs/tui/frames/hash/frame_4.txt
 M codex-rs/tui/frames/hash/frame_5.txt
 M codex-rs/tui/frames/hash/frame_6.txt
 M codex-rs/tui/frames/hash/frame_7.txt
 M codex-rs/tui/frames/hash/frame_8.txt
 M codex-rs/tui/frames/hash/frame_9.txt
 M codex-rs/tui/frames/hbars/frame_1.txt
 M codex-rs/tui/frames/hbars/frame_10.txt
 M codex-rs/tui/frames/hbars/frame_11.txt
 M codex-rs/tui/frames/hbars/frame_12.txt
 M codex-rs/tui/frames/hbars/frame_13.txt
 M codex-rs/tui/frames/hbars/frame_14.txt
 M codex-rs/tui/frames/hbars/frame_15.txt
 M codex-rs/tui/frames/hbars/frame_16.txt
 M codex-rs/tui/frames/hbars/frame_17.txt
 M codex-rs/tui/frames/hbars/frame_18.txt
 M codex-rs/tui/frames/hbars/frame_19.txt
 M codex-rs/tui/frames/hbars/frame_2.txt
 M codex-rs/tui/frames/hbars/frame_20.txt
 M codex-rs/tui/frames/hbars/frame_21.txt
 M codex-rs/tui/frames/hbars/frame_22.txt
 M codex-rs/tui/frames/hbars/frame_23.txt
 M codex-rs/tui/frames/hbars/frame_24.txt
 M codex-rs/tui/frames/hbars/frame_25.txt
 M codex-rs/tui/frames/hbars/frame_26.txt
 M codex-rs/tui/frames/hbars/frame_27.txt
 M codex-rs/tui/frames/hbars/frame_28.txt
 M codex-rs/tui/frames/hbars/frame_29.txt
 M codex-rs/tui/frames/hbars/frame_3.txt
 M codex-rs/tui/frames/hbars/frame_30.txt
 M codex-rs/tui/frames/hbars/frame_31.txt
 M codex-rs/tui/frames/hbars/frame_32.txt
 M codex-rs/tui/frames/hbars/frame_33.txt
 M codex-rs/tui/frames/hbars/frame_34.txt
 M codex-rs/tui/frames/hbars/frame_35.txt
 M codex-rs/tui/frames/hbars/frame_36.txt
 M codex-rs/tui/frames/hbars/frame_4.txt
 M codex-rs/tui/frames/hbars/frame_5.txt
 M codex-rs/tui/frames/hbars/frame_6.txt
 M codex-rs/tui/frames/hbars/frame_7.txt
 M codex-rs/tui/frames/hbars/frame_8.txt
 M codex-rs/tui/frames/hbars/frame_9.txt
 M codex-rs/tui/frames/openai/frame_1.txt
 M codex-rs/tui/frames/openai/frame_10.txt
 M codex-rs/tui/frames/openai/frame_11.txt
 M codex-rs/tui/frames/openai/frame_12.txt
 M codex-rs/tui/frames/openai/frame_13.txt
 M codex-rs/tui/frames/openai/frame_14.txt
 M codex-rs/tui/frames/openai/frame_15.txt
 M codex-rs/tui/frames/openai/frame_16.txt
 M codex-rs/tui/frames/openai/frame_17.txt
 M codex-rs/tui/frames/openai/frame_18.txt
 M codex-rs/tui/frames/openai/frame_19.txt
 M codex-rs/tui/frames/openai/frame_2.txt
 M codex-rs/tui/frames/openai/frame_20.txt
 M codex-rs/tui/frames/openai/frame_21.txt
 M codex-rs/tui/frames/openai/frame_22.txt
 M codex-rs/tui/frames/openai/frame_23.txt
 M codex-rs/tui/frames/openai/frame_24.txt
 M codex-rs/tui/frames/openai/frame_25.txt
 M codex-rs/tui/frames/openai/frame_26.txt
 M codex-rs/tui/frames/openai/frame_27.txt
 M codex-rs/tui/frames/openai/frame_28.txt
 M codex-rs/tui/frames/openai/frame_29.txt
 M codex-rs/tui/frames/openai/frame_3.txt
 M codex-rs/tui/frames/openai/frame_30.txt
 M codex-rs/tui/frames/openai/frame_31.txt
 M codex-rs/tui/frames/openai/frame_32.txt
 M codex-rs/tui/frames/openai/frame_33.txt
 M codex-rs/tui/frames/openai/frame_34.txt
 M codex-rs/tui/frames/openai/frame_35.txt
 M codex-rs/tui/frames/openai/frame_36.txt
 M codex-rs/tui/frames/openai/frame_4.txt
 M codex-rs/tui/frames/openai/frame_5.txt
 M codex-rs/tui/frames/openai/frame_6.txt
 M codex-rs/tui/frames/openai/frame_7.txt
 M codex-rs/tui/frames/openai/frame_8.txt
 M codex-rs/tui/frames/openai/frame_9.txt
 M codex-rs/tui/frames/shapes/frame_1.txt
 M codex-rs/tui/frames/shapes/frame_10.txt
 M codex-rs/tui/frames/shapes/frame_11.txt
 M codex-rs/tui/frames/shapes/frame_12.txt
 M codex-rs/tui/frames/shapes/frame_13.txt
 M codex-rs/tui/frames/shapes/frame_14.txt
 M codex-rs/tui/frames/shapes/frame_15.txt
 M codex-rs/tui/frames/shapes/frame_16.txt
 M codex-rs/tui/frames/shapes/frame_17.txt
 M codex-rs/tui/frames/shapes/frame_18.txt
 M codex-rs/tui/frames/shapes/frame_19.txt
 M codex-rs/tui/frames/shapes/frame_2.txt
 M codex-rs/tui/frames/shapes/frame_20.txt
 M codex-rs/tui/frames/shapes/frame_21.txt
 M codex-rs/tui/frames/shapes/frame_22.txt
 M codex-rs/tui/frames/shapes/frame_23.txt
 M codex-rs/tui/frames/shapes/frame_24.txt
 M codex-rs/tui/frames/shapes/frame_25.txt
 M codex-rs/tui/frames/shapes/frame_26.txt
 M codex-rs/tui/frames/shapes/frame_27.txt
 M codex-rs/tui/frames/shapes/frame_28.txt
 M codex-rs/tui/frames/shapes/frame_29.txt
 M codex-rs/tui/frames/shapes/frame_3.txt
 M codex-rs/tui/frames/shapes/frame_30.txt
 M codex-rs/tui/frames/shapes/frame_31.txt
 M codex-rs/tui/frames/shapes/frame_32.txt
 M codex-rs/tui/frames/shapes/frame_33.txt
 M codex-rs/tui/frames/shapes/frame_34.txt
 M codex-rs/tui/frames/shapes/frame_35.txt
 M codex-rs/tui/frames/shapes/frame_36.txt
 M codex-rs/tui/frames/shapes/frame_4.txt
 M codex-rs/tui/frames/shapes/frame_5.txt
 M codex-rs/tui/frames/shapes/frame_6.txt
 M codex-rs/tui/frames/shapes/frame_7.txt
 M codex-rs/tui/frames/shapes/frame_8.txt
 M codex-rs/tui/frames/shapes/frame_9.txt
 M codex-rs/tui/frames/slug/frame_1.txt
 M codex-rs/tui/frames/slug/frame_10.txt
 M codex-rs/tui/frames/slug/frame_11.txt
 M codex-rs/tui/frames/slug/frame_12.txt
 M codex-rs/tui/frames/slug/frame_13.txt
 M codex-rs/tui/frames/slug/frame_14.txt
 M codex-rs/tui/frames/slug/frame_15.txt
 M codex-rs/tui/frames/slug/frame_16.txt
 M codex-rs/tui/frames/slug/frame_17.txt
 M codex-rs/tui/frames/slug/frame_18.txt
 M codex-rs/tui/frames/slug/frame_19.txt
 M codex-rs/tui/frames/slug/frame_2.txt
 M codex-rs/tui/frames/slug/frame_20.txt
 M codex-rs/tui/frames/slug/frame_21.txt
 M codex-rs/tui/frames/slug/frame_22.txt
 M codex-rs/tui/frames/slug/frame_23.txt
 M codex-rs/tui/frames/slug/frame_24.txt
 M codex-rs/tui/frames/slug/frame_25.txt
 M codex-rs/tui/frames/slug/frame_26.txt
 M codex-rs/tui/frames/slug/frame_27.txt
 M codex-rs/tui/frames/slug/frame_28.txt
 M codex-rs/tui/frames/slug/frame_29.txt
 M codex-rs/tui/frames/slug/frame_3.txt
 M codex-rs/tui/frames/slug/frame_30.txt
 M codex-rs/tui/frames/slug/frame_31.txt
 M codex-rs/tui/frames/slug/frame_32.txt
 M codex-rs/tui/frames/slug/frame_33.txt
 M codex-rs/tui/frames/slug/frame_34.txt
 M codex-rs/tui/frames/slug/frame_35.txt
 M codex-rs/tui/frames/slug/frame_36.txt
 M codex-rs/tui/frames/slug/frame_4.txt
 M codex-rs/tui/frames/slug/frame_5.txt
 M codex-rs/tui/frames/slug/frame_6.txt
 M codex-rs/tui/frames/slug/frame_7.txt
 M codex-rs/tui/frames/slug/frame_8.txt
 M codex-rs/tui/frames/slug/frame_9.txt
 M codex-rs/tui/frames/vbars/frame_1.txt
 M codex-rs/tui/frames/vbars/frame_10.txt
 M codex-rs/tui/frames/vbars/frame_11.txt
 M codex-rs/tui/frames/vbars/frame_12.txt
 M codex-rs/tui/frames/vbars/frame_13.txt
 M codex-rs/tui/frames/vbars/frame_14.txt
 M codex-rs/tui/frames/vbars/frame_15.txt
 M codex-rs/tui/frames/vbars/frame_16.txt
 M codex-rs/tui/frames/vbars/frame_17.txt
 M codex-rs/tui/frames/vbars/frame_18.txt
 M codex-rs/tui/frames/vbars/frame_19.txt
 M codex-rs/tui/frames/vbars/frame_2.txt
 M codex-rs/tui/frames/vbars/frame_20.txt
 M codex-rs/tui/frames/vbars/frame_21.txt
 M codex-rs/tui/frames/vbars/frame_22.txt
 M codex-rs/tui/frames/vbars/frame_23.txt
 M codex-rs/tui/frames/vbars/frame_24.txt
 M codex-rs/tui/frames/vbars/frame_25.txt
 M codex-rs/tui/frames/vbars/frame_26.txt
 M codex-rs/tui/frames/vbars/frame_27.txt
 M codex-rs/tui/frames/vbars/frame_28.txt
 M codex-rs/tui/frames/vbars/frame_29.txt
 M codex-rs/tui/frames/vbars/frame_3.txt
 M codex-rs/tui/frames/vbars/frame_30.txt
 M codex-rs/tui/frames/vbars/frame_31.txt
 M codex-rs/tui/frames/vbars/frame_32.txt
 M codex-rs/tui/frames/vbars/frame_33.txt
 M codex-rs/tui/frames/vbars/frame_34.txt
 M codex-rs/tui/frames/vbars/frame_35.txt
 M codex-rs/tui/frames/vbars/frame_36.txt
 M codex-rs/tui/frames/vbars/frame_4.txt
 M codex-rs/tui/frames/vbars/frame_5.txt
 M codex-rs/tui/frames/vbars/frame_6.txt
 M codex-rs/tui/frames/vbars/frame_7.txt
 M codex-rs/tui/frames/vbars/frame_8.txt
 M codex-rs/tui/frames/vbars/frame_9.txt
 M codex-rs/tui/prompt_for_init_command.md
 M codex-rs/tui/src/app.rs
 M codex-rs/tui/src/app_backtrack.rs
 M codex-rs/tui/src/app_event.rs
 M codex-rs/tui/src/app_event_sender.rs
 M codex-rs/tui/src/ascii_animation.rs
 M codex-rs/tui/src/bin/md-events.rs
 M codex-rs/tui/src/bottom_pane/approval_overlay.rs
 M codex-rs/tui/src/bottom_pane/bottom_pane_view.rs
 M codex-rs/tui/src/bottom_pane/chat_composer.rs
 M codex-rs/tui/src/bottom_pane/chat_composer_history.rs
 M codex-rs/tui/src/bottom_pane/command_popup.rs
 M codex-rs/tui/src/bottom_pane/custom_prompt_view.rs
 M codex-rs/tui/src/bottom_pane/file_search_popup.rs
 M codex-rs/tui/src/bottom_pane/footer.rs
 M codex-rs/tui/src/bottom_pane/list_selection_view.rs
 M codex-rs/tui/src/bottom_pane/mod.rs
 M codex-rs/tui/src/bottom_pane/paste_burst.rs
 M codex-rs/tui/src/bottom_pane/popup_consts.rs
 M codex-rs/tui/src/bottom_pane/prompt_args.rs
 M codex-rs/tui/src/bottom_pane/scroll_state.rs
 M codex-rs/tui/src/bottom_pane/selection_popup_common.rs
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__backspace_after_pastes.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__empty.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__footer_mode_ctrl_c_interrupt.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__footer_mode_ctrl_c_quit.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__footer_mode_ctrl_c_then_esc_hint.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__footer_mode_esc_hint_backtrack.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__footer_mode_esc_hint_from_overlay.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__footer_mode_hidden_while_typing.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__footer_mode_overlay_then_external_esc_hint.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__footer_mode_shortcut_overlay.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__large.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__multiple_pastes.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__slash_popup_mo.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__chat_composer__tests__small.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__footer__tests__footer_ctrl_c_quit_idle.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__footer__tests__footer_ctrl_c_quit_running.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__footer__tests__footer_esc_hint_idle.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__footer__tests__footer_esc_hint_primed.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__footer__tests__footer_shortcuts_context_running.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__footer__tests__footer_shortcuts_default.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__footer__tests__footer_shortcuts_shift_and_esc.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__list_selection_view__tests__list_selection_spacing_with_subtitle.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__list_selection_view__tests__list_selection_spacing_without_subtitle.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__tests__status_and_composer_fill_height_without_bottom_padding.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__tests__status_hidden_when_height_too_small_height_1.snap
 M codex-rs/tui/src/bottom_pane/snapshots/codex_tui__bottom_pane__tests__status_hidden_when_height_too_small_height_2.snap
 M codex-rs/tui/src/bottom_pane/textarea.rs
 M codex-rs/tui/src/chatwidget.rs
 M codex-rs/tui/src/chatwidget/agent.rs
 M codex-rs/tui/src/chatwidget/interrupts.rs
 M codex-rs/tui/src/chatwidget/session_header.rs
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__apply_patch_manual_flow_history_approved.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__approval_modal_exec.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__approval_modal_exec_no_reason.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__approval_modal_patch.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__binary_size_ideal_response.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__chat_small_idle_h1.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__chat_small_idle_h2.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__chat_small_idle_h3.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__chat_small_running_h1.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__chat_small_running_h2.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__chat_small_running_h3.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__chatwidget_exec_and_status_layout_vt100_snapshot.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__chatwidget_markdown_code_blocks_vt100_snapshot.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__deltas_then_same_final_message_are_rendered_snapshot.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__disabled_slash_command_while_task_running_snapshot.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__exec_approval_history_decision_aborted_long.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__exec_approval_history_decision_aborted_multiline.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__exec_approval_history_decision_approved_short.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__exec_approval_modal_exec.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__exploring_step1_start_ls.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__exploring_step2_finish_ls.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__exploring_step3_start_cat_foo.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__exploring_step4_finish_cat_foo.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__exploring_step5_finish_sed_range.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__exploring_step6_finish_cat_bar.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__final_reasoning_then_message_without_deltas_are_rendered.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__interrupt_exec_marks_failed.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__local_image_attachment_history_snapshot.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__model_reasoning_selection_popup.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__model_selection_popup.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__status_widget_active.snap
 M codex-rs/tui/src/chatwidget/snapshots/codex_tui__chatwidget__tests__status_widget_and_approval_modal.snap
 M codex-rs/tui/src/chatwidget/tests.rs
 M codex-rs/tui/src/citation_regex.rs
 M codex-rs/tui/src/cli.rs
 M codex-rs/tui/src/clipboard_paste.rs
 M codex-rs/tui/src/color.rs
 M codex-rs/tui/src/custom_terminal.rs
 M codex-rs/tui/src/diff_render.rs
 M codex-rs/tui/src/exec_cell/mod.rs
 M codex-rs/tui/src/exec_cell/model.rs
 M codex-rs/tui/src/exec_cell/render.rs
 M codex-rs/tui/src/exec_command.rs
 M codex-rs/tui/src/file_search.rs
 M codex-rs/tui/src/frames.rs
 M codex-rs/tui/src/get_git_diff.rs
 M codex-rs/tui/src/history_cell.rs
 M codex-rs/tui/src/insert_history.rs
 M codex-rs/tui/src/key_hint.rs
 M codex-rs/tui/src/lib.rs
 M codex-rs/tui/src/live_wrap.rs
 M codex-rs/tui/src/main.rs
 M codex-rs/tui/src/markdown.rs
 M codex-rs/tui/src/markdown_render.rs
 M codex-rs/tui/src/markdown_render_tests.rs
 M codex-rs/tui/src/markdown_stream.rs
 M codex-rs/tui/src/onboarding/auth.rs
 M codex-rs/tui/src/onboarding/mod.rs
 M codex-rs/tui/src/onboarding/onboarding_screen.rs
 M codex-rs/tui/src/onboarding/snapshots/codex_tui__onboarding__trust_directory__tests__renders_snapshot_for_git_repo.snap
 M codex-rs/tui/src/onboarding/trust_directory.rs
 M codex-rs/tui/src/onboarding/welcome.rs
 M codex-rs/tui/src/onboarding/windows.rs
 M codex-rs/tui/src/pager_overlay.rs
 M codex-rs/tui/src/public_widgets/composer_input.rs
 M codex-rs/tui/src/public_widgets/mod.rs
 M codex-rs/tui/src/render/highlight.rs
 M codex-rs/tui/src/render/line_utils.rs
 M codex-rs/tui/src/render/mod.rs
 M codex-rs/tui/src/render/renderable.rs
 M codex-rs/tui/src/resume_picker.rs
 M codex-rs/tui/src/session_log.rs
 M codex-rs/tui/src/shimmer.rs
 M codex-rs/tui/src/slash_command.rs
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__add_details.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__apply_add_block.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__apply_delete_block.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__apply_multiple_files_block.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__apply_update_block.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__apply_update_block_line_numbers_three_digits_text.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__apply_update_block_relativizes_path.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__apply_update_block_wraps_long_lines.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__apply_update_block_wraps_long_lines_text.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__apply_update_with_rename_block.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__blank_context_line.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__single_line_replacement_counts.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__update_details_with_rename.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__vertical_ellipsis_between_hunks.snap
 M codex-rs/tui/src/snapshots/codex_tui__diff_render__tests__wrap_behavior_insert.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__active_mcp_tool_call_snapshot.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__coalesced_reads_dedupe_names.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__coalesces_reads_across_multiple_calls.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__coalesces_sequential_reads_within_one_call.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__completed_mcp_tool_call_error_snapshot.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__completed_mcp_tool_call_multiple_outputs_inline_snapshot.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__completed_mcp_tool_call_multiple_outputs_snapshot.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__completed_mcp_tool_call_success_snapshot.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__completed_mcp_tool_call_wrapped_outputs_snapshot.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__multiline_command_both_lines_wrap_with_correct_prefixes.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__multiline_command_without_wrap_uses_branch_then_eight_spaces.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__multiline_command_wraps_with_extra_indent_on_subsequent_lines.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__plan_update_with_note_and_wrapping_snapshot.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__plan_update_without_note_snapshot.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__ran_cell_multiline_with_stderr_snapshot.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__single_line_command_compact_when_fits.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__single_line_command_wraps_with_four_space_continuation.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__stderr_tail_more_than_five_lines_snapshot.snap
 M codex-rs/tui/src/snapshots/codex_tui__history_cell__tests__user_history_cell_wraps_and_prefixes_each_line_snapshot.snap
 M codex-rs/tui/src/snapshots/codex_tui__markdown_render__markdown_render_tests__markdown_render_complex_snapshot.snap
 M codex-rs/tui/src/snapshots/codex_tui__pager_overlay__tests__static_overlay_snapshot_basic.snap
 M codex-rs/tui/src/snapshots/codex_tui__pager_overlay__tests__static_overlay_wraps_long_lines.snap
 M codex-rs/tui/src/snapshots/codex_tui__pager_overlay__tests__transcript_overlay_apply_patch_scroll_vt100.snap
 M codex-rs/tui/src/snapshots/codex_tui__pager_overlay__tests__transcript_overlay_snapshot_basic.snap
 M codex-rs/tui/src/snapshots/codex_tui__resume_picker__tests__resume_picker_table.snap
 M codex-rs/tui/src/snapshots/codex_tui__status_indicator_widget__tests__renders_truncated.snap
 M codex-rs/tui/src/snapshots/codex_tui__status_indicator_widget__tests__renders_with_queued_messages.snap
 M codex-rs/tui/src/snapshots/codex_tui__status_indicator_widget__tests__renders_with_working_header.snap
 M codex-rs/tui/src/status/account.rs
 M codex-rs/tui/src/status/card.rs
 M codex-rs/tui/src/status/format.rs
 M codex-rs/tui/src/status/helpers.rs
 M codex-rs/tui/src/status/mod.rs
 M codex-rs/tui/src/status/rate_limits.rs
 M codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_includes_monthly_limit.snap
 M codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_includes_reasoning_details.snap
 M codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_shows_empty_limits_message.snap
 M codex-rs/tui/src/status/snapshots/codex_tui__status__tests__status_snapshot_shows_missing_limits_message.snap
